keyword,intent,niche,url_count,total_sessions,avg_sessions,total_clicks,avg_ctr,potential,best_url,best_clicks
gluten free pasta sauce recipes,food-recipe,Food/Recipe,2,27,14,0,0,0,saucybold.com/gluten-free-pasta-sauce-recipes/,0
pork chops in tomato sauce recipes,food-recipe,Food/Recipe,1,12,12,0,0,0,saucybold.com/pork-chops-in-tomato-sauce-recipes/,0
recipes using reeses peanut butter sauce,food-recipe,Food/Recipe,1,12,12,0,0,0,saucybold.com/recipes-using-reeses-peanut-butter-sauce/,0
recipes with green enchilada sauce,food-recipe,Food/Recipe,1,12,12,0,0,0,saucybold.com/recipes-with-green-enchilada-sauce/,0
veggie pasta sauce recipes,food-recipe,Food/Recipe,1,12,12,0,0,0,saucybold.com/veggie-pasta-sauce-recipes/,0
quick and easy dinner recipes gluten and dairy free,food-recipe,Food/Recipe,1,45,45,0,0,0,fastcooky.com/quick-and-easy-dinner-recipes-gluten-and-dairy-free/,0
quick easy food recipes snacks healthy no bake,food-recipe,Food/Recipe,1,26,26,0,0,0,fastcooky.com/quick-easy-food-recipes-snacks-healthy-no-bake/,0
quick and easy dinner recipes vegetarian simple healthy,food-recipe,Food/Recipe,1,22,22,0,0,0,fastcooky.com/quick-and-easy-dinner-recipes-vegetarian-simple-healthy/,0
quick and easy stove top dinner recipes,food-recipe,Food/Recipe,1,18,18,0,0,0,fastcooky.com/quick-and-easy-stove-top-dinner-recipes/,0
quick and easy dinner recipes with mashed potatoes,food-recipe,Food/Recipe,1,16,16,0,0,0,fastcooky.com/quick-and-easy-dinner-recipes-with-mashed-potatoes/,0
quick and easy dinner recipes for two,food-recipe,Food/Recipe,1,15,15,0,0,0,fastcooky.com/quick-and-easy-dinner-recipes-for-two/,0
quick and easy dinner recipes chicken 5 ingredients,food-recipe,Food/Recipe,1,13,13,0,0,0,fastcooky.com/quick-and-easy-dinner-recipes-chicken-5-ingredients/,0
mini muffin tin recipes appetizers,food-recipe,Food/Recipe,1,87,87,0,0,0,muffinora.com/mini-muffin-tin-recipes-appetizers/,0
easy muffin recipes 4 ingredients,food-baking,Food/Recipe,1,65,65,0,0,0,muffinora.com/easy-muffin-recipes-4-ingredients/,0
chia seed muffin recipes,food-baking,Food/Recipe,1,58,58,0,0,0,muffinora.com/chia-seed-muffin-recipes/,0
high protein muffin tin recipes,food-baking,Food/Recipe,1,52,52,0,0,0,muffinora.com/high-protein-muffin-tin-recipes/,0
pampered chef large muffin pan recipes,food-baking,Food/Recipe,1,45,45,0,0,0,muffinora.com/pampered-chef-large-muffin-pan-recipes/,0
jiffy muffin mix recipes,food-baking,Food/Recipe,1,46,46,0,0,0,muffinora.com/jiffy-muffin-mix-recipes/,0
high fiber muffin recipes,food-baking,Food/Recipe,1,42,42,0,0,0,muffinora.com/high-fiber-muffin-recipes/,0
tortilla muffin tin recipes,food-baking,Food/Recipe,1,33,33,0,0,0,muffinora.com/tortilla-muffin-tin-recipes/,0
martha white muffin mix recipes,food-baking,Food/Recipe,1,31,31,0,0,0,muffinora.com/martha-white-muffin-mix-recipes/,0
favorite muffin copycat recipes,food-baking,Food/Recipe,1,31,31,0,0,0,muffinora.com/my-favorite-muffin-copycat-recipes/,0
jiffy corn muffin mix recipes,food-baking,Food/Recipe,1,24,24,0,0,0,muffinora.com/jiffy-corn-muffin-mix-recipes/,0
muffin recipes for diabetics,food-baking,Food/Recipe,1,21,21,0,0,0,muffinora.com/muffin-recipes-for-diabetics/,0
pampered chef mini muffin pan recipes,food-baking,Food/Recipe,1,20,20,0,0,0,muffinora.com/pampered-chef-mini-muffin-pan-recipes/,0
silicone mini muffin pan recipes,food-baking,Food/Recipe,1,19,19,0,0,0,muffinora.com/silicone-mini-muffin-pan-recipes/,0
martha white apple cinnamon muffin mix recipes,food-baking,Food/Recipe,1,16,16,0,0,0,muffinora.com/martha-white-apple-cinnamon-muffin-mix-recipes/,0
easy mini muffin recipes,food-baking,Food/Recipe,1,13,13,0,0,0,muffinora.com/easy-mini-muffin-recipes/,0
healthy muffin tin recipes,food-baking,Food/Recipe,1,13,13,0,0,0,muffinora.com/healthy-muffin-tin-recipes/,0
big batch muffin recipes,food-baking,Food/Recipe,1,12,12,0,0,0,muffinora.com/big-batch-muffin-recipes/,0
healthy muffin recipes gluten free,food-baking,Food/Recipe,1,12,12,0,0,0,muffinora.com/healthy-muffin-recipes-gluten-free/,0
egg and english muffin recipes,food-recipe,Food/Recipe,1,11,11,0,0,0,muffinora.com/egg-and-english-muffin-recipes/,0
muffin recipes peanut butter,food-baking,Food/Recipe,1,11,11,0,0,0,muffinora.com/muffin-recipes-peanut-butter/,0
lunch box ideas for adults,general,Lifestyle,1,74,74,0,0,0,fastlunchy.com/lunch-box-ideas-for-adults/,0
low calorie school lunch ideas,general,Lifestyle,1,68,68,0,0,0,fastlunchy.com/low-calorie-school-lunch-ideas/,0
lunch ideas for 12 month old,general,Lifestyle,1,54,54,0,0,0,fastlunchy.com/lunch-ideas-for-12-month-old/,0
easy beach picnic food lunch ideas,food-recipe,Food/Recipe,1,37,37,0,0,0,fastlunchy.com/easy-beach-picnic-food-lunch-ideas/,0
lunch ideas for picky eaters adults,food-recipe,Food/Recipe,1,31,31,0,0,0,fastlunchy.com/lunch-ideas-for-picky-eaters-adults/,0
gluten free dairy free lunch ideas,food-recipe,Food/Recipe,1,30,30,0,0,0,fastlunchy.com/gluten-free-dairy-free-lunch-ideas/,0
grab and go lunch ideas,food-recipe,Food/Recipe,1,18,18,0,0,0,fastlunchy.com/grab-and-go-lunch-ideas/,0
lunch ideas for field trips,food-recipe,Food/Recipe,1,18,18,0,0,0,fastlunchy.com/lunch-ideas-for-field-trips/,0
easy and cheap lunch ideas,food-recipe,Food/Recipe,1,16,16,0,0,0,fastlunchy.com/easy-and-cheap-lunch-ideas/,0
lunch sandwich ideas,food-recipe,Food/Recipe,1,13,13,0,0,0,fastlunchy.com/lunch-sandwich-ideas-for-work/,0
low carb lunch ideas,food-recipe,Food/Recipe,1,12,12,0,0,0,fastlunchy.com/low-carb-lunch-ideas-for-work/,0
ideas de lunch para el trabajo,food-recipe,Food/Recipe,1,11,11,0,0,0,fastlunchy.com/ideas-de-lunch-para-el-trabajo/,0
salad recipes for dinner,food-recipe,Food/Recipe,1,55,55,0,0,0,saladnest.com/salad-recipes-for-dinner/,0
low cal pasta salad recipes,food-recipe,Food/Recipe,1,57,57,0,0,0,saladnest.com/low-cal-pasta-salad-recipes/,0
half baked harvest salad recipes,food-recipe,Food/Recipe,1,46,46,0,0,0,saladnest.com/half-baked-harvest-salad-recipes/,0
brussel sprout salad recipes with bacon,food-recipe,Food/Recipe,1,22,22,0,0,0,saladnest.com/brussel-sprout-salad-recipes-with-bacon/,0
romaine lettuce salad recipes,food-recipe,Food/Recipe,1,21,21,0,0,0,saladnest.com/romaine-lettuce-salad-recipes/,0
salad toppings ideas healthy recipes,food-recipe,Food/Recipe,1,25,25,0,0,0,saladnest.com/salad-toppings-ideas-healthy-recipes/,0
green salad with chicken recipes,food-recipe,Food/Recipe,1,18,18,0,0,0,saladnest.com/green-salad-with-chicken-recipes/,0
salad and go copycat recipes,food-recipe,Food/Recipe,1,18,18,0,0,0,saladnest.com/salad-and-go-copycat-recipes/,0
beet and apple salad recipes,food-recipe,Food/Recipe,1,17,17,0,0,0,saladnest.com/beet-and-apple-salad-recipes/,0
salad recipes for school lunches,food-recipe,Food/Recipe,1,17,17,0,0,0,saladnest.com/salad-recipes-for-school-lunches/,0
dairy free pasta salad recipes,food-recipe,Food/Recipe,1,16,16,0,0,0,saladnest.com/dairy-free-pasta-salad-recipes/,0
pasta salad recipes tri color,food-recipe,Food/Recipe,1,16,16,0,0,0,saladnest.com/pasta-salad-recipes-tri-color/,0
salad recipes with spring mix lettuce,food-recipe,Food/Recipe,1,16,16,0,0,0,saladnest.com/salad-recipes-with-spring-mix-lettuce/,0
dairy free salad dressing recipes,food-recipe,Food/Recipe,1,15,15,0,0,0,saladnest.com/dairy-free-salad-dressing-recipes/,0
side salad recipes for bbq,food-recipe,Food/Recipe,1,15,15,0,0,0,saladnest.com/side-salad-recipes-for-bbq/,0
high protein tuna salad recipes,food-recipe,Food/Recipe,1,14,14,0,0,0,saladnest.com/high-protein-tuna-salad-recipes/,0
pasta salad recipes with salami,food-recipe,Food/Recipe,1,14,14,0,0,0,saladnest.com/pasta-salad-recipes-with-salami/,0
poppy seed salad dressing recipes,food-recipe,Food/Recipe,1,14,14,0,0,0,saladnest.com/poppy-seed-salad-dressing-recipes/,0
lettuce and spinach salad recipes,food-recipe,Food/Recipe,1,16,16,0,0,0,saladnest.com/lettuce-and-spinach-salad-recipes/,0
quick and easy late night snack recipes,food-recipe,Food/Recipe,1,168,168,0,0,0,snackomi.com/quick-and-easy-late-night-snack-recipes/,0
chex snack mix recipes,food-recipe,Food/Recipe,1,115,115,0,0,0,snackomi.com/chex-snack-mix-recipes/,0
healthy snack recipes easy,food-recipe,Food/Recipe,1,95,95,0,0,0,snackomi.com/healthy-snack-recipes-easy/,0
quick snack recipes for tea,food-recipe,Food/Recipe,1,52,52,0,0,0,snackomi.com/quick-snack-recipes-for-tea/,0
easy snack recipes no bake 3 ingredients,food-recipe,Food/Recipe,1,50,50,0,0,0,snackomi.com/easy-snack-recipes-no-bake-3-ingredients/,0
gluten free salty snack recipes,food-recipe,Food/Recipe,1,46,46,0,0,0,snackomi.com/gluten-free-salty-snack-recipes/,0
fun snack recipes for kids,food-recipe,Food/Recipe,1,39,39,0,0,0,snackomi.com/fun-snack-recipes-for-kids/,0
healthy greek yogurt snack recipes,food-recipe,Food/Recipe,1,40,40,0,0,0,snackomi.com/healthy-greek-yogurt-snack-recipes/,0
low calorie snack mix recipes,food-recipe,Food/Recipe,1,33,33,0,0,0,snackomi.com/low-calorie-snack-mix-recipes/,0
easy snack mix recipes,food-recipe,Food/Recipe,1,32,32,0,0,0,snackomi.com/easy-snack-mix-recipes/,0
healthy air fryer snack recipes,food-recipe,Food/Recipe,1,31,31,0,0,0,snackomi.com/healthy-air-fryer-snack-recipes/,0
gluten free dairy free snack recipes,food-recipe,Food/Recipe,1,29,29,0,0,0,snackomi.com/gluten-free-dairy-free-snack-recipes/,0
fruit snack recipes for kids,food-recipe,Food/Recipe,1,24,24,0,0,0,snackomi.com/fruit-snack-recipes-for-kids/,0
bugles snack mix recipes,food-recipe,Food/Recipe,1,23,23,0,0,0,snackomi.com/bugles-snack-mix-recipes/,0
air fryer snack recipes,food-recipe,Food/Recipe,1,22,22,0,0,0,snackomi.com/air-fryer-snack-recipes/,0
late night snack recipes,food-recipe,Food/Recipe,1,22,22,0,0,0,snackomi.com/late-night-snack-recipes/,0
cottage cheese recipes snack,food-recipe,Food/Recipe,1,19,19,0,0,0,snackomi.com/cottage-cheese-recipes-snack/,0
snack crackers recipes no bake,food-recipe,Food/Recipe,1,19,19,0,0,0,snackomi.com/snack-crackers-recipes-no-bake/,0
sweet and salty christmas snack mix recipes,food-baking,Food/Recipe,1,19,19,0,0,0,snackomi.com/sweet-and-salty-christmas-snack-mix-recipes/,0
unique snack mix recipes,food-recipe,Food/Recipe,1,14,14,0,0,0,snackomi.com/unique-snack-mix-recipes/,0
healthy snack recipes for preschoolers,food-recipe,Food/Recipe,1,15,15,0,0,0,snackomi.com/healthy-snack-recipes-for-preschoolers/,0
pasta recipes with ricotta cheese,food-recipe,Food/Recipe,1,56,56,0,0,0,pastahug.com/pasta-recipes-with-ricotta-cheese/,0
pasta salad recipes no tomatoes,food-recipe,Food/Recipe,1,31,31,0,0,0,pastahug.com/pasta-salad-recipes-no-tomatoes/,0
pasta recipes for pregnant women,food-recipe,Food/Recipe,1,31,31,0,0,0,pastahug.com/pasta-recipes-for-pregnant-women/,0
heavy cream recipes dinner pasta,food-recipe,Food/Recipe,1,25,25,0,0,0,pastahug.com/heavy-cream-recipes-dinner-pasta/,0
pasta recipes for a crowd,food-recipe,Food/Recipe,1,22,22,0,0,0,pastahug.com/pasta-recipes-for-a-crowd/,0
crockpot pasta recipes easy vegetarian,food-recipe,Food/Recipe,1,22,22,0,0,0,pastahug.com/crockpot-pasta-recipes-easy-vegetarian/,0
pasta recipes with cream cheese,food-recipe,Food/Recipe,1,16,16,0,0,0,pastahug.com/pasta-recipes-with-cream-cheese/,0
pasta recipes with no meat,food-recipe,Food/Recipe,1,18,18,0,0,0,pastahug.com/pasta-recipes-with-no-meat/,0
pasta and vodka sauce recipes,food-recipe,Food/Recipe,1,14,14,0,0,0,pastahug.com/pasta-and-vodka-sauce-recipes/,0
chicken thigh and pasta recipes,food-recipe,Food/Recipe,1,13,13,0,0,0,pastahug.com/chicken-thigh-and-pasta-recipes/,0
sweet potato and pasta recipes,food-recipe,Food/Recipe,1,11,11,0,0,0,pastahug.com/sweet-potato-and-pasta-recipes/,0
tattoo cover up ideas wrist,tattoo,Tattoo,1,111,111,0,0,0,shadowlinetattoos.com/tattoo-cover-up-ideas-wrist/,0
cover up tattoo ideas for forearm,tattoo,Tattoo,1,51,51,0,0,0,shadowlinetattoos.com/cover-up-tattoo-ideas-for-forearm/,0
irish tattoo ideas,tattoo,Tattoo,1,46,46,0,0,0,shadowlinetattoos.com/irish-tattoo-ideas/,0
queen of spades tattoo ideas,tattoo,Tattoo,1,44,44,0,0,0,shadowlinetattoos.com/queen-of-spades-tattoo-ideas/,0
finger tattoo ideas,tattoo,Tattoo,1,42,42,0,0,0,shadowlinetattoos.com/finger-tattoo-ideas/,0
japanese tattoo ideas small,tattoo,Tattoo,1,40,40,0,0,0,shadowlinetattoos.com/japanese-tattoo-ideas-small/,0
tattoo ideas for childrens names,tattoo,Tattoo,1,36,36,0,0,0,shadowlinetattoos.com/tattoo-ideas-for-childrens-names/,0
tattoo for mom ideas,tattoo,Tattoo,1,31,31,0,0,0,shadowlinetattoos.com/tattoo-for-mom-ideas/,0
tattoo for wife ideas,tattoo,Tattoo,1,29,29,0,0,0,shadowlinetattoos.com/tattoo-for-wife-ideas/,0
resilience tattoo ideas,tattoo,Tattoo,1,27,27,0,0,0,shadowlinetattoos.com/resilience-tattoo-ideas/,0
tattoo cover up ideas for lower back,tattoo,Tattoo,1,26,26,0,0,0,shadowlinetattoos.com/tattoo-cover-up-ideas-for-lower-back/,0
tattoo handwriting ideas,tattoo,Tattoo,1,26,26,0,0,0,shadowlinetattoos.com/tattoo-handwriting-ideas/,0
sister tattoo ideas,tattoo,Tattoo,1,25,25,0,0,0,shadowlinetattoos.com/sister-tattoo-ideas/,0
ideas for tattoo words,tattoo,Tattoo,1,24,24,0,0,0,shadowlinetattoos.com/ideas-for-tattoo-words/,0
mountain tattoo ideas,tattoo,Tattoo,1,23,23,0,0,0,shadowlinetattoos.com/mountain-tattoo-ideas/,0
sleeve tattoo ideas for women,tattoo,Tattoo,1,23,23,0,0,0,shadowlinetattoos.com/sleeve-tattoo-ideas-for-women/,0
las vegas tattoo ideas,tattoo,Tattoo,1,22,22,0,0,0,shadowlinetattoos.com/las-vegas-tattoo-ideas/,0
disney tattoo ideas,tattoo,Tattoo,1,21,21,0,0,0,shadowlinetattoos.com/disney-tattoo-ideas/,0
norse tattoo ideas,tattoo,Tattoo,1,21,21,0,0,0,shadowlinetattoos.com/norse-tattoo-ideas/,0
paw print tattoo ideas,tattoo,Tattoo,1,21,21,0,0,0,shadowlinetattoos.com/paw-print-tattoo-ideas/,0
fine line tattoo ideas,tattoo,Tattoo,1,20,20,0,0,0,shadowlinetattoos.com/fine-line-tattoo-ideas/,0
ideas for roman numeral tattoo,tattoo,Tattoo,1,20,20,0,0,0,shadowlinetattoos.com/ideas-for-roman-numeral-tattoo/,0
tattoo heart ideas,tattoo,Tattoo,1,20,20,0,0,0,shadowlinetattoos.com/tattoo-heart-ideas/,0
cat tattoo ideas,tattoo,Tattoo,1,19,19,0,0,0,shadowlinetattoos.com/cat-tattoo-ideas/,0
simple tattoo ideas,tattoo,Tattoo,1,19,19,0,0,0,shadowlinetattoos.com/simple-tattoo-ideas/,0
cover up tattoo ideas for men,tattoo,Tattoo,1,18,18,0,0,0,shadowlinetattoos.com/cover-up-tattoo-ideas-for-men/,0
elvis tattoo ideas,tattoo,Tattoo,1,18,18,0,0,0,shadowlinetattoos.com/elvis-tattoo-ideas/,0
family tattoo ideas,tattoo,Tattoo,1,18,18,0,0,0,shadowlinetattoos.com/family-tattoo-ideas/,0
arrow tattoo ideas,tattoo,Tattoo,1,17,17,0,0,0,shadowlinetattoos.com/arrow-tattoo-ideas/,0
bts tattoo ideas,tattoo,Tattoo,1,17,17,0,0,0,shadowlinetattoos.com/bts-tattoo-ideas/,0
strawberry glaze,food-baking,Food/Recipe,1,165,165,0,0,0,bakeady.com/strawberry-glaze/,0
easy pistachio cake,food-baking,Food/Recipe,1,110,110,0,0,0,bakeady.com/easy-pistachio-cake/,0
best chocolate frosting,food-baking,Food/Recipe,1,100,100,0,0,0,bakeady.com/the-best-chocolate-frosting/,0
banana cupcakes,food-baking,Food/Recipe,1,68,68,0,0,0,bakeady.com/banana-cupcakes/,0
lemon coconut cake,food-baking,Food/Recipe,1,52,52,0,0,0,bakeady.com/lemon-coconut-cake/,0
marble cake,food-baking,Food/Recipe,1,49,49,0,0,0,bakeady.com/marble-cake/,0
peanut butter cake,food-baking,Food/Recipe,1,46,46,0,0,0,bakeady.com/peanut-butter-cake/,0
vanilla cupcakes,food-baking,Food/Recipe,1,44,44,0,0,0,bakeady.com/vanilla-cupcakes/,0
decorate cupcakes,food-baking,Food/Recipe,1,42,42,0,0,0,bakeady.com/how-to-decorate-cupcakes/,0
blueberry cookies,food-baking,Food/Recipe,1,41,41,0,0,0,bakeady.com/blueberry-cookies/,0
pavlova,food-baking,Food/Recipe,1,41,41,0,0,0,bakeady.com/pavlova/,0
buttercream frosting,food-baking,Food/Recipe,1,39,39,0,0,0,bakeady.com/how-to-make-buttercream-frosting/,0
cake sink,food-baking,Food/Recipe,1,39,39,0,0,0,bakeady.com/why-did-my-cake-sink/,0
easy apple muffins,food-baking,Food/Recipe,1,38,38,0,0,0,bakeady.com/easy-apple-muffins/,0
raspberry muffins,food-baking,Food/Recipe,1,36,36,0,0,0,bakeady.com/raspberry-muffins/,0
easy banana cake,food-baking,Food/Recipe,1,34,34,0,0,0,bakeady.com/easy-banana-cake/,0
small carrot cake,food-baking,Food/Recipe,1,33,33,0,0,0,bakeady.com/small-carrot-cake/,0
tahini cookies,food-baking,Food/Recipe,1,31,31,0,0,0,bakeady.com/tahini-cookies/,0
savory bread pudding,food-baking,Food/Recipe,1,29,29,0,0,0,bakeady.com/savory-bread-pudding/,0
strawberry angel food cake,food-baking,Food/Recipe,1,27,27,0,0,0,bakeady.com/strawberry-angel-food-cake/,0
cake mix cookies,food-baking,Food/Recipe,1,26,26,0,0,0,bakeady.com/cake-mix-cookies/,0
carrot cake cupcakes,food-baking,Food/Recipe,1,26,26,0,0,0,bakeady.com/carrot-cake-cupcakes/,0
bake key lime pie,food-baking,Food/Recipe,1,26,26,0,0,0,bakeady.com/no-bake-key-lime-pie/,0
white chocolate chip cookies,food-baking,Food/Recipe,1,24,24,0,0,0,bakeady.com/white-chocolate-chip-cookies/,0
whipped cream,food-baking,Food/Recipe,1,23,23,0,0,0,bakeady.com/how-to-make-whipped-cream/,0
rice pudding with condensed milk,food-baking,Food/Recipe,1,23,23,0,0,0,bakeady.com/rice-pudding-with-condensed-milk/,0
san sebastian cheesecake,food-baking,Food/Recipe,1,23,23,0,0,0,bakeady.com/san-sebastian-cheesecake/,0
honey cookies,food-baking,Food/Recipe,1,22,22,0,0,0,bakeady.com/honey-cookies/,0
white chocolate cheesecake,food-baking,Food/Recipe,1,22,22,0,0,0,bakeady.com/white-chocolate-cheesecake/,0
chocolate ganache frosting,food-baking,Food/Recipe,1,21,21,0,0,0,bakeady.com/chocolate-ganache-frosting/,0
coffee cake,food-baking,Food/Recipe,1,21,21,0,0,0,bakeady.com/coffee-cake/,0
mini pavlovas,food-baking,Food/Recipe,1,21,21,0,0,0,bakeady.com/mini-pavlovas/,0
orange pound cake,food-baking,Food/Recipe,1,21,21,0,0,0,bakeady.com/orange-pound-cake/,0
low carb apple recipes,food-recipe,Food/Recipe,1,20,20,0,0,0,bakeady.com/low-carb-apple-recipes/,0
apricot balls,food-baking,Food/Recipe,1,19,19,0,0,0,bakeady.com/apricot-balls/,0
orange cookies,food-baking,Food/Recipe,1,19,19,0,0,0,bakeady.com/orange-cookies/,0
pumpkin muffins from cake mix,food-baking,Food/Recipe,1,19,19,0,0,0,bakeady.com/pumpkin-muffins-from-cake-mix/,0
strawberry banana pudding,food-baking,Food/Recipe,1,19,19,0,0,0,bakeady.com/strawberry-banana-pudding/,0
chocolate peanut butter cookies,food-baking,Food/Recipe,1,18,18,0,0,0,bakeady.com/chocolate-peanut-butter-cookies/,0
homemade twix bars,food-baking,Food/Recipe,1,18,18,0,0,0,bakeady.com/homemade-twix-bars/,0
easy peanut butter balls,food-baking,Food/Recipe,1,17,17,0,0,0,bakeady.com/easy-peanut-butter-balls/,0
fluffy american pancakes,food-baking,Food/Recipe,1,16,16,0,0,0,bakeady.com/fluffy-american-pancakes/,0
gluten free orange cake,food-baking,Food/Recipe,1,16,16,0,0,0,bakeady.com/gluten-free-orange-cake/,0
homemade salted caramel sauce,food-baking,Food/Recipe,1,16,16,0,0,0,bakeady.com/homemade-salted-caramel-sauce/,0
bathroom no window ideas,room-ideas,Home Decor,1,56,56,0,0,0,glowhomey.com/bathroom-no-window-ideas/,0
ideas for hanging towels in bathroom,room-ideas,Home Decor,1,45,45,0,0,0,glowhomey.com/ideas-for-hanging-towels-in-bathroom/,0
modern dining room lighting ideas,room-ideas,Home Decor,1,44,44,0,0,0,glowhomey.com/modern-dining-room-lighting-ideas/,0
shoe storage ideas for small spaces,product-specific,Home Decor,1,42,42,0,0,0,glowhomey.com/shoe-storage-ideas-for-small-spaces/,0
bathroom vanity color ideas,room-ideas,Home Decor,1,40,40,0,0,0,glowhomey.com/bathroom-vanity-color-ideas/,0
bathroom ceiling lighting ideas,room-ideas,Home Decor,1,32,32,0,0,0,glowhomey.com/bathroom-ceiling-lighting-ideas/,0
cheap bedroom makeover ideas,room-ideas,Home Decor,1,25,25,0,0,0,glowhomey.com/cheap-bedroom-makeover-ideas/,0
garage bathroom ideas,room-ideas,Home Decor,1,22,22,0,0,0,glowhomey.com/garage-bathroom-ideas/,0
hgtv bathroom ideas,room-ideas,Home Decor,1,18,18,0,0,0,glowhomey.com/hgtv-bathroom-ideas/,0
bathroom basket ideas,product-specific,Home Decor,1,16,16,0,0,0,glowhomey.com/bathroom-basket-ideas/,0
bathroom wet room ideas,room-ideas,Home Decor,1,16,16,0,0,0,glowhomey.com/bathroom-wet-room-ideas/,0
bathroom hook ideas,product-specific,Home Decor,1,15,15,0,0,0,glowhomey.com/bathroom-hook-ideas/,0
l shaped desk ideas,product-specific,Home Decor,1,15,15,0,0,0,glowhomey.com/l-shaped-desk-ideas/,0
laundry room countertop ideas,room-ideas,Home Decor,1,15,15,0,0,0,glowhomey.com/laundry-room-countertop-ideas/,0
bathroom tiles ideas for small bathrooms,room-ideas,Home Decor,1,14,14,0,0,0,glowhomey.com/bathroom-tiles-ideas-for-small-bathrooms/,0
blue bedroom ideas,room-ideas,Home Decor,1,14,14,0,0,0,glowhomey.com/blue-bedroom-ideas/,0
ideas for painting bathroom cabinets,diy-craft,Home Decor,1,14,14,0,0,0,glowhomey.com/ideas-for-painting-bathroom-cabinets/,0
bathroom spa ideas,room-ideas,Home Decor,1,13,13,0,0,0,glowhomey.com/bathroom-spa-ideas/,0
bathroom subway tile ideas,room-ideas,Home Decor,1,13,13,0,0,0,glowhomey.com/bathroom-subway-tile-ideas/,0
bathroom under stairs ideas,room-ideas,Home Decor,1,13,13,0,0,0,glowhomey.com/bathroom-under-stairs-ideas/,0
bathroom vanity organization ideas,room-ideas,Home Decor,1,13,13,0,0,0,glowhomey.com/bathroom-vanity-organization-ideas/,0
ensuite bathroom ideas small,room-ideas,Home Decor,1,13,13,0,0,0,glowhomey.com/ensuite-bathroom-ideas-small/,0
floating shelves bathroom ideas,product-specific,Home Decor,1,13,13,0,0,0,glowhomey.com/floating-shelves-bathroom-ideas/,0
kelly s hunt,general,Other,1,12,12,0,0,0,glowhomey.com/author/kelly-s-hunt/,0
milk tea recipes,food-recipe,Food/Recipe,1,147,147,0,0,0,steepbean.com/milk-tea-recipes/,0
tea,general,Lifestyle,1,136,136,0,0,0,steepbean.com/how-to-make-tea/,0
tea recipes for colds,food-recipe,Food/Recipe,1,121,121,0,0,0,steepbean.com/tea-recipes-for-colds/,0
london fog drink,food-recipe,Food/Recipe,1,104,104,0,0,0,steepbean.com/london-fog-drink/,0
best gong cha drinks,general,Food/Recipe,1,86,86,0,0,0,steepbean.com/best-gong-cha-drinks/,0
best chatime drinks,general,Food/Recipe,1,72,72,0,0,0,steepbean.com/best-chatime-drinks/,0
blueberry smoothie recipe with yogurt,food-recipe,Food/Recipe,1,69,69,0,0,0,steepbean.com/blueberry-smoothie-recipe-with-yogurt/,0
best starbucks tea for sore throat,general,Lifestyle,1,68,68,0,0,0,steepbean.com/best-starbucks-tea-for-sore-throat/,0
best temperature for tea,general,Lifestyle,1,67,67,0,0,0,steepbean.com/best-temperature-for-tea/,0
gluten free scones,food-baking,Food/Recipe,1,64,64,0,0,0,steepbean.com/gluten-free-scones/,0
peanut butter smoothie recipe,food-recipe,Food/Recipe,1,58,58,0,0,0,steepbean.com/peanut-butter-smoothie-recipe/,0
recipes with sugar cookie mix,food-baking,Food/Recipe,1,46,46,0,0,0,steepbean.com/recipes-with-sugar-cookie-mix/,0
butterfly pea tea taste like,general,Food/Recipe,1,46,46,0,0,0,steepbean.com/what-does-butterfly-pea-tea-taste-like/,0
moist chocolate cake recipe with coffee,food-baking,Food/Recipe,1,42,42,0,0,0,steepbean.com/moist-chocolate-cake-recipe-with-coffee/,0
floral teas,product-specific,Food/Recipe,1,40,40,0,0,0,steepbean.com/floral-teas/,0
savory scones recipe,food-baking,Food/Recipe,1,39,39,0,0,0,steepbean.com/savory-scones-recipe/,0
vanilla iced coffee recipe,food-recipe,Food/Recipe,1,39,39,0,0,0,steepbean.com/vanilla-iced-coffee-recipe/,0
cardamom coffee recipe,food-recipe,Food/Recipe,1,37,37,0,0,0,steepbean.com/cardamom-coffee-recipe/,0
best places for afternoon tea in london,general,Lifestyle,1,36,36,0,0,0,steepbean.com/best-places-for-afternoon-tea-in-london/,0
palo azul tea recipe,food-recipe,Food/Recipe,1,34,34,0,0,0,steepbean.com/palo-azul-tea-recipe/,0
cardamom tea,general,Food/Recipe,1,32,32,0,0,0,steepbean.com/cardamom-tea/,0
spinach smoothie recipe,food-recipe,Food/Recipe,1,31,31,0,0,0,steepbean.com/spinach-smoothie-recipe/,0
backyard bbq setup ideas,room-ideas,Garden/Outdoor,1,122,122,0,0,0,grillerhood.com/backyard-bbq-setup-ideas/,0
bbq meals ideas dinners,food-recipe,Food/Recipe,1,103,103,0,0,0,grillerhood.com/bbq-meals-ideas-dinners/,0
bbq meals for a crowd,food-recipe,Food/Recipe,1,93,93,0,0,0,grillerhood.com/bbq-meals-for-a-crowd/,0
bbq buffet table ideas,product-specific,Garden/Outdoor,1,86,86,0,0,0,grillerhood.com/bbq-buffet-table-ideas/,0
appetizers for a bbq,food-recipe,Food/Recipe,1,81,81,0,0,0,grillerhood.com/appetizers-for-a-bbq/,0
bbq chicken brine recipe,food-recipe,Food/Recipe,1,79,79,0,0,0,grillerhood.com/bbq-chicken-brine-recipe/,0
cookout menu ideas backyard bbq,room-ideas,Garden/Outdoor,1,74,74,0,0,0,grillerhood.com/cookout-menu-ideas-backyard-bbq/,0
